case_number,case_id,created_at,case_subtype,symptom_summary,asset_name,channel,case_status,support_tier,platform,country,handle_time_minutes,transfers,resolved_flag,csat_score,sentiment_score
7002041,CSE002041,2025-07-24T00:00:00.000Z,Connectivity,App login issues,Camera,Phone,Closed,Tier 2,iOS,UK,19,0,1,3,0.65
7002042,CSE002042,2025-06-12T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Phone,Closed,Tier 2,Android,CA,8,0,1,3,0.1
7002043,CSE002043,2025-06-06T00:00:00.000Z,Billing,Base station offline,Camera,Email,Closed,Tier 1,iOS,DE,17,0,1,3,0.4
7002044,CSE002044,2025-06-23T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Community,Closed,Tier 1,Android,DE,33,1,1,5,1.0
7002045,CSE002045,2025-06-21T00:00:00.000Z,Functionality,Device setup issue,Chime,Email,Escalated,Tier 1,iOS,US,19,2,1,4,0.21
7002046,CSE002046,2025-05-21T00:00:00.000Z,Inquiry,App login issues,Chime,Phone,In Progress,Tier 1,iOS,DE,29,1,1,3,0.53
7002047,CSE002047,2025-05-20T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Community,Escalated,Tier 1,Android,CA,15,0,1,2,-0.63
7002048,CSE002048,2025-06-19T00:00:00.000Z,Functionality,Device setup issue,Base Station,Phone,Closed,Tier 1,Android,DE,25,0,1,1,-0.76
7002049,CSE002049,2025-05-10T00:00:00.000Z,Billing,Base station offline,Chime,Chat,Escalated,Tier 1,Web,UK,19,0,0,2,-0.58
7002050,CSE002050,2025-05-10T00:00:00.000Z,Functionality,Base station offline,Doorbell,Chat,Closed,Tier 2,iOS,UK,15,1,1,4,0.56
7002051,CSE002051,2025-06-14T00:00:00.000Z,Connectivity,Base station offline,Floodlight,Phone,Closed,Tier 1,iOS,UK,17,1,1,4,0.58
7002052,CSE002052,2025-06-19T00:00:00.000Z,Connectivity,Subscription question,Floodlight,Phone,Closed,Tier 1,Unknown,AU,14,0,1,4,-0.11
7002053,CSE002053,2025-05-30T00:00:00.000Z,Functionality,Subscription question,Doorbell,Phone,Closed,Tier 3,Android,AU,19,2,1,3,-0.23
7002054,CSE002054,2025-06-10T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,Android,US,20,1,1,5,0.98
7002055,CSE002055,2025-06-24T00:00:00.000Z,Functionality,Order status,Camera,Chat,Closed,Tier 1,Android,CA,24,0,1,4,-0.12
7002056,CSE002056,2025-05-18T00:00:00.000Z,Functionality,Order status,Chime,Email,Closed,Tier 1,iOS,AU,18,1,1,3,0.49
7002057,CSE002057,2025-06-06T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Phone,Closed,Tier 1,iOS,UK,10,1,0,1,-1.0
7002058,CSE002058,2025-06-03T00:00:00.000Z,Functionality,Camera offline,Floodlight,Community,Closed,Tier 2,iOS,DE,7,0,1,2,-0.77
7002059,CSE002059,2025-05-25T00:00:00.000Z,Functionality,App login issues,Floodlight,Phone,Closed,Tier 1,Unknown,AU,3,0,0,2,-0.56
7002060,CSE002060,2025-07-26T00:00:00.000Z,Functionality,No live stream,Chime,Phone,Closed,Tier 1,Web,UK,20,1,1,4,0.47
7002061,CSE002061,2025-05-01T00:00:00.000Z,Inquiry,Device setup issue,Doorbell,Phone,Closed,Tier 2,iOS,US,33,0,1,3,-0.18
7002062,CSE002062,2025-06-27T00:00:00.000Z,Billing,Camera offline,Doorbell,Email,Closed,Tier 1,iOS,UK,12,1,1,4,0.35
7002063,CSE002063,2025-06-13T00:00:00.000Z,Functionality,App login issues,Camera,Chat,Closed,Tier 1,Android,US,13,1,1,5,0.9
7002064,CSE002064,2025-05-25T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Closed,Tier 3,iOS,CA,25,1,1,4,-0.21
7002065,CSE002065,2025-05-09T00:00:00.000Z,Inquiry,Base station offline,Chime,Chat,Closed,Tier 2,iOS,UK,5,0,1,2,-0.39
7002066,CSE002066,2025-06-12T00:00:00.000Z,Inquiry,No live stream,Chime,Chat,Closed,Tier 1,Android,DE,12,0,1,5,1.0
7002067,CSE002067,2025-05-28T00:00:00.000Z,Functionality,Order status,Floodlight,Phone,Closed,Tier 2,iOS,DE,19,0,1,1,-0.9
7002068,CSE002068,2025-05-11T00:00:00.000Z,Account,Refund request,Camera,Chat,Closed,Tier 1,iOS,AU,16,1,1,5,0.59
7002069,CSE002069,2025-05-12T00:00:00.000Z,Inquiry,App login issues,Floodlight,Phone,Escalated,Tier 2,Android,US,15,0,1,3,0.37
7002070,CSE002070,2025-05-29T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Phone,Closed,Tier 2,Android,US,24,0,1,4,0.81
7002071,CSE002071,2025-07-18T00:00:00.000Z,Billing,Base station offline,Doorbell,Phone,Closed,Tier 1,Android,US,17,0,1,2,-0.35
7002072,CSE002072,2025-07-15T00:00:00.000Z,Functionality,Subscription question,Doorbell,Phone,Closed,Tier 1,Android,CA,18,0,1,4,0.44
7002073,CSE002073,2025-05-18T00:00:00.000Z,Inquiry,Camera offline,Camera,Community,Closed,Tier 2,Android,UK,8,0,1,5,1.0
7002074,CSE002074,2025-06-26T00:00:00.000Z,Billing,App login issues,Doorbell,Phone,In Progress,Tier 1,iOS,CA,18,0,1,5,1.0
7002075,CSE002075,2025-06-16T00:00:00.000Z,Functionality,Subscription question,Camera,Chat,Closed,Tier 1,Unknown,CA,27,1,1,5,0.97
7002076,CSE002076,2025-07-14T00:00:00.000Z,Account,Base station offline,Doorbell,Phone,Escalated,Tier 1,iOS,CA,27,0,1,4,0.25
7002077,CSE002077,2025-05-07T00:00:00.000Z,Inquiry,Base station offline,Chime,Chat,In Progress,Tier 1,iOS,US,16,1,1,5,1.0
7002078,CSE002078,2025-06-06T00:00:00.000Z,Functionality,Order status,Floodlight,Email,Closed,Tier 1,Android,DE,21,0,0,3,-0.7
7002079,CSE002079,2025-06-05T00:00:00.000Z,Inquiry,Refund request,Camera,Email,In Progress,Tier 1,iOS,US,18,0,0,5,0.98
7002080,CSE002080,2025-06-25T00:00:00.000Z,Connectivity,No live stream,Chime,Phone,Closed,Tier 2,iOS,US,20,0,1,5,1.0
7002081,CSE002081,2025-06-15T00:00:00.000Z,Functionality,Refund request,Chime,Chat,Closed,Tier 1,Android,UK,16,0,0,3,0.5
7002082,CSE002082,2025-07-06T00:00:00.000Z,Functionality,Subscription question,Floodlight,Chat,Closed,Tier 1,Unknown,AU,32,0,1,4,0.55
7002083,CSE002083,2025-07-20T00:00:00.000Z,Inquiry,Base station offline,Camera,Phone,Closed,Tier 2,iOS,CA,18,1,1,4,0.76
7002084,CSE002084,2025-05-05T00:00:00.000Z,Functionality,No live stream,Floodlight,Chat,In Progress,Tier 1,Android,AU,19,0,1,2,-0.53
7002085,CSE002085,2025-05-21T00:00:00.000Z,Shipping,Order status,Floodlight,Phone,Closed,Tier 1,Android,AU,15,0,1,4,0.43
7002086,CSE002086,2025-07-08T00:00:00.000Z,Functionality,Device setup issue,Camera,Phone,Closed,Tier 2,iOS,UK,32,2,1,3,0.63
7002087,CSE002087,2025-06-03T00:00:00.000Z,Functionality,Subscription question,Chime,Email,Closed,Tier 1,iOS,DE,6,3,1,3,0.46
7002088,CSE002088,2025-07-27T00:00:00.000Z,Functionality,App login issues,Base Station,Chat,In Progress,Tier 2,iOS,DE,16,0,1,3,0.33
7002089,CSE002089,2025-07-15T00:00:00.000Z,Inquiry,Camera offline,Base Station,Chat,Escalated,Tier 1,iOS,AU,4,1,1,5,1.0
7002090,CSE002090,2025-07-19T00:00:00.000Z,Connectivity,App login issues,Camera,Chat,Closed,Tier 1,Android,UK,16,0,1,2,-0.66
7002091,CSE002091,2025-07-07T00:00:00.000Z,Inquiry,Camera offline,Camera,Chat,Closed,Tier 2,Android,DE,15,0,1,5,0.96
7002092,CSE002092,2025-06-05T00:00:00.000Z,Functionality,Order status,Base Station,Community,Closed,Tier 1,Web,CA,26,0,0,4,0.24
7002093,CSE002093,2025-05-10T00:00:00.000Z,Inquiry,No live stream,Camera,Phone,Closed,Tier 1,iOS,AU,14,1,1,1,-0.83
7002094,CSE002094,2025-07-01T00:00:00.000Z,Billing,Base station offline,Camera,Phone,In Progress,Tier 1,Android,CA,24,0,1,1,-0.8
7002095,CSE002095,2025-05-11T00:00:00.000Z,Billing,Base station offline,Camera,Email,Closed,Tier 1,Web,CA,14,0,1,5,0.95
7002096,CSE002096,2025-06-15T00:00:00.000Z,Billing,Camera offline,Floodlight,Email,Closed,Tier 2,Web,CA,25,0,1,5,0.78
7002097,CSE002097,2025-06-27T00:00:00.000Z,Billing,Subscription question,Chime,Phone,Closed,Tier 1,Android,UK,29,0,0,4,0.37
7002098,CSE002098,2025-07-21T00:00:00.000Z,Account,Base station offline,Base Station,Phone,Closed,Tier 1,Android,CA,17,0,1,1,-1.0
7002099,CSE002099,2025-07-05T00:00:00.000Z,Shipping,Refund request,Chime,Phone,Escalated,Tier 1,iOS,US,16,0,1,4,0.65
7002100,CSE002100,2025-07-26T00:00:00.000Z,Inquiry,App login issues,Chime,Email,Closed,Tier 1,iOS,US,11,0,1,4,0.21
7002101,CSE002101,2025-07-23T00:00:00.000Z,Billing,Device setup issue,Floodlight,Phone,Closed,Tier 1,Web,AU,18,0,1,4,0.01
7002102,CSE002102,2025-07-12T00:00:00.000Z,Functionality,App login issues,Floodlight,Email,Escalated,Tier 1,Web,UK,25,1,0,4,0.37
7002103,CSE002103,2025-07-05T00:00:00.000Z,Connectivity,Motion alerts delayed,Camera,Phone,Closed,Tier 1,iOS,US,12,0,1,1,-0.4
7002104,CSE002104,2025-06-29T00:00:00.000Z,Inquiry,App login issues,Floodlight,Email,Closed,Tier 1,Android,UK,21,2,1,2,-0.42
7002105,CSE002105,2025-05-05T00:00:00.000Z,Inquiry,No live stream,Base Station,Community,Escalated,Tier 1,iOS,UK,16,0,1,3,-0.17
7002106,CSE002106,2025-07-17T00:00:00.000Z,Functionality,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,iOS,DE,11,2,1,4,-0.17
7002107,CSE002107,2025-05-21T00:00:00.000Z,Functionality,Refund request,Camera,Email,In Progress,Tier 2,Android,UK,18,1,1,5,1.0
7002108,CSE002108,2025-06-20T00:00:00.000Z,Inquiry,App login issues,Doorbell,Phone,In Progress,Tier 1,Web,US,12,1,1,1,-0.27
7002109,CSE002109,2025-07-04T00:00:00.000Z,Shipping,No live stream,Doorbell,Chat,Closed,Tier 1,Android,CA,24,0,0,4,0.64
7002110,CSE002110,2025-07-10T00:00:00.000Z,Inquiry,No live stream,Doorbell,Phone,Closed,Tier 1,iOS,CA,26,0,1,4,0.94
7002111,CSE002111,2025-06-22T00:00:00.000Z,Billing,App login issues,Camera,Phone,Closed,Tier 1,Web,US,32,1,1,5,1.0
7002112,CSE002112,2025-05-02T00:00:00.000Z,Billing,Camera offline,Camera,Chat,In Progress,Tier 1,Unknown,CA,12,0,1,3,0.43
7002113,CSE002113,2025-07-08T00:00:00.000Z,Connectivity,Camera offline,Base Station,Phone,In Progress,Tier 1,Android,UK,5,0,0,5,1.0
7002114,CSE002114,2025-07-07T00:00:00.000Z,Functionality,Base station offline,Base Station,Email,Closed,Tier 1,Android,DE,18,0,1,4,0.56
7002115,CSE002115,2025-05-11T00:00:00.000Z,Account,Refund request,Camera,Phone,Closed,Tier 2,iOS,CA,16,0,1,5,0.31
7002116,CSE002116,2025-05-03T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Email,In Progress,Tier 1,Android,CA,23,0,1,5,1.0
7002117,CSE002117,2025-06-01T00:00:00.000Z,Connectivity,Subscription question,Doorbell,Phone,Closed,Tier 1,Android,UK,9,0,1,1,-1.0
7002118,CSE002118,2025-07-26T00:00:00.000Z,Connectivity,Order status,Doorbell,Email,In Progress,Tier 1,Web,UK,20,0,1,5,1.0
7002119,CSE002119,2025-07-10T00:00:00.000Z,Inquiry,Base station offline,Chime,Email,Closed,Tier 1,Web,US,25,0,0,1,-1.0
7002120,CSE002120,2025-07-06T00:00:00.000Z,Functionality,Camera offline,Base Station,Phone,Closed,Tier 1,iOS,DE,21,1,1,4,0.34
7002121,CSE002121,2025-05-12T00:00:00.000Z,Functionality,Camera offline,Floodlight,Phone,Closed,Tier 1,Web,US,13,0,1,5,0.19
7002122,CSE002122,2025-05-09T00:00:00.000Z,Billing,Refund request,Chime,Email,Closed,Tier 1,Web,UK,22,0,1,5,1.0
7002123,CSE002123,2025-07-29T00:00:00.000Z,Functionality,Order status,Camera,Phone,Escalated,Tier 1,iOS,US,22,0,1,3,-0.62
7002124,CSE002124,2025-07-15T00:00:00.000Z,Connectivity,No live stream,Chime,Phone,Closed,Tier 2,iOS,CA,19,1,1,4,0.7
7002125,CSE002125,2025-06-26T00:00:00.000Z,Account,Subscription question,Chime,Email,Closed,Tier 1,iOS,DE,6,1,1,3,0.39
7002126,CSE002126,2025-07-10T00:00:00.000Z,Connectivity,App login issues,Doorbell,Community,Closed,Tier 1,iOS,US,25,1,1,5,1.0
7002127,CSE002127,2025-06-17T00:00:00.000Z,Account,Refund request,Camera,Chat,Closed,Tier 2,Unknown,UK,3,2,1,1,-0.9
7002128,CSE002128,2025-07-15T00:00:00.000Z,Billing,Subscription question,Camera,Email,Escalated,Tier 1,iOS,DE,21,0,0,5,0.89
7002129,CSE002129,2025-05-04T00:00:00.000Z,Inquiry,No live stream,Floodlight,Phone,In Progress,Tier 1,iOS,US,16,0,1,5,0.87
7002130,CSE002130,2025-07-30T00:00:00.000Z,Account,Camera offline,Doorbell,Phone,Closed,Tier 1,Android,CA,12,1,1,5,0.81
7002131,CSE002131,2025-06-08T00:00:00.000Z,Inquiry,Camera offline,Camera,Chat,Closed,Tier 1,Android,AU,23,2,1,3,0.34
7002132,CSE002132,2025-05-19T00:00:00.000Z,Connectivity,Refund request,Camera,Phone,Closed,Tier 2,Android,DE,22,0,1,4,0.2
7002133,CSE002133,2025-07-08T00:00:00.000Z,Shipping,No live stream,Doorbell,Phone,Closed,Tier 1,Android,CA,15,1,1,3,-0.51
7002134,CSE002134,2025-07-31T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Chat,Closed,Tier 2,iOS,AU,29,0,1,4,0.59
7002135,CSE002135,2025-06-17T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,Web,AU,16,0,1,5,0.97
7002136,CSE002136,2025-07-23T00:00:00.000Z,Connectivity,Refund request,Base Station,Chat,Escalated,Tier 2,Android,CA,19,1,1,4,0.8
7002137,CSE002137,2025-06-17T00:00:00.000Z,Functionality,Base station offline,Camera,Phone,In Progress,Tier 1,Android,DE,20,0,1,2,-0.59
7002138,CSE002138,2025-05-17T00:00:00.000Z,Inquiry,Motion alerts delayed,Doorbell,Community,Escalated,Tier 2,Android,DE,16,2,1,5,1.0
7002139,CSE002139,2025-05-31T00:00:00.000Z,Connectivity,Camera offline,Floodlight,Phone,Closed,Tier 2,iOS,CA,13,0,1,4,0.14
7002140,CSE002140,2025-05-13T00:00:00.000Z,Connectivity,Device setup issue,Chime,Email,Closed,Tier 2,Android,DE,26,0,1,5,1.0
7002141,CSE002141,2025-06-19T00:00:00.000Z,Shipping,Subscription question,Floodlight,Phone,Closed,Tier 2,Android,US,7,0,1,3,0.16
7002142,CSE002142,2025-05-27T00:00:00.000Z,Account,Refund request,Floodlight,Phone,Closed,Tier 1,iOS,DE,14,0,1,5,0.41
7002143,CSE002143,2025-05-21T00:00:00.000Z,Inquiry,App login issues,Base Station,Phone,Closed,Tier 3,Android,DE,16,0,1,4,0.71
7002144,CSE002144,2025-07-31T00:00:00.000Z,Inquiry,No live stream,Chime,Email,Closed,Tier 2,Android,DE,12,0,1,4,1.0
7002145,CSE002145,2025-05-24T00:00:00.000Z,Connectivity,Camera offline,Camera,Community,Closed,Tier 1,iOS,UK,19,1,1,1,-1.0
7002146,CSE002146,2025-05-15T00:00:00.000Z,Account,Order status,Floodlight,Phone,Closed,Tier 1,Android,DE,23,0,1,2,-0.62
7002147,CSE002147,2025-06-22T00:00:00.000Z,Functionality,Base station offline,Floodlight,Email,Closed,Tier 1,Android,DE,11,0,1,3,0.14
7002148,CSE002148,2025-05-17T00:00:00.000Z,Functionality,Base station offline,Camera,Phone,In Progress,Tier 1,Web,AU,7,1,1,3,-0.06
7002149,CSE002149,2025-06-28T00:00:00.000Z,Inquiry,Base station offline,Camera,Phone,Closed,Tier 1,Android,US,17,0,1,4,0.45
7002150,CSE002150,2025-06-15T00:00:00.000Z,Billing,App login issues,Doorbell,Community,Closed,Tier 2,iOS,CA,28,0,1,4,0.53
7002151,CSE002151,2025-05-27T00:00:00.000Z,Inquiry,Motion alerts delayed,Base Station,Phone,Closed,Tier 1,Android,US,13,1,1,4,0.65
7002152,CSE002152,2025-06-30T00:00:00.000Z,Functionality,Refund request,Floodlight,Phone,Closed,Tier 1,iOS,US,20,0,1,3,-0.28
7002153,CSE002153,2025-05-08T00:00:00.000Z,Connectivity,Order status,Chime,Phone,Escalated,Tier 2,Web,AU,10,0,1,3,0.04
7002154,CSE002154,2025-06-18T00:00:00.000Z,Functionality,Order status,Base Station,Phone,Closed,Tier 1,Android,US,15,1,1,5,0.96
7002155,CSE002155,2025-06-19T00:00:00.000Z,Functionality,App login issues,Camera,Chat,In Progress,Tier 2,iOS,US,19,0,1,5,0.14
7002156,CSE002156,2025-05-27T00:00:00.000Z,Connectivity,App login issues,Chime,Phone,Closed,Tier 1,Web,US,13,0,1,5,0.61
7002157,CSE002157,2025-05-09T00:00:00.000Z,Connectivity,Refund request,Floodlight,Phone,Closed,Tier 1,Web,AU,25,1,1,5,1.0
7002158,CSE002158,2025-06-21T00:00:00.000Z,Billing,Order status,Doorbell,Chat,Closed,Tier 1,iOS,AU,22,0,1,3,-0.58
7002159,CSE002159,2025-06-26T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Phone,Closed,Tier 2,Web,DE,13,0,1,3,-0.63
7002160,CSE002160,2025-06-10T00:00:00.000Z,Account,No live stream,Camera,Chat,Closed,Tier 3,iOS,AU,16,0,1,4,-0.06
7002161,CSE002161,2025-07-18T00:00:00.000Z,Inquiry,Order status,Chime,Community,Closed,Tier 1,Web,AU,3,0,1,4,0.57
7002162,CSE002162,2025-05-21T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,Web,US,27,0,1,5,0.63
7002163,CSE002163,2025-06-23T00:00:00.000Z,Inquiry,Device setup issue,Base Station,Phone,Closed,Tier 1,iOS,CA,20,1,1,2,-0.44
7002164,CSE002164,2025-05-28T00:00:00.000Z,Billing,Motion alerts delayed,Chime,Phone,Closed,Tier 1,iOS,CA,19,1,1,4,0.26
7002165,CSE002165,2025-07-09T00:00:00.000Z,Functionality,Device setup issue,Base Station,Chat,Closed,Tier 2,iOS,CA,18,0,1,5,0.55
7002166,CSE002166,2025-05-25T00:00:00.000Z,Inquiry,Order status,Doorbell,Phone,In Progress,Tier 1,iOS,UK,13,0,1,5,1.0
7002167,CSE002167,2025-07-11T00:00:00.000Z,Connectivity,Order status,Camera,Phone,Closed,Tier 1,Android,CA,16,1,0,3,0.57
7002168,CSE002168,2025-06-15T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Email,Closed,Tier 1,Unknown,DE,13,0,1,3,0.21
7002169,CSE002169,2025-06-06T00:00:00.000Z,Inquiry,Base station offline,Camera,Email,Closed,Tier 2,iOS,DE,9,0,1,5,0.89
7002170,CSE002170,2025-06-04T00:00:00.000Z,Billing,Camera offline,Base Station,Phone,Closed,Tier 2,Android,DE,19,0,1,5,1.0
7002171,CSE002171,2025-07-01T00:00:00.000Z,Account,Order status,Doorbell,Community,Closed,Tier 3,Web,DE,16,1,1,5,1.0
7002172,CSE002172,2025-05-23T00:00:00.000Z,Billing,Camera offline,Doorbell,Community,Closed,Tier 2,Android,US,13,0,1,3,0.09
7002173,CSE002173,2025-06-01T00:00:00.000Z,Billing,Subscription question,Floodlight,Phone,In Progress,Tier 1,Web,AU,29,0,1,1,-0.73
7002174,CSE002174,2025-07-31T00:00:00.000Z,Inquiry,Device setup issue,Base Station,Phone,Closed,Tier 2,iOS,UK,24,0,1,4,-0.16
7002175,CSE002175,2025-07-30T00:00:00.000Z,Functionality,App login issues,Chime,Chat,In Progress,Tier 1,Web,CA,27,0,1,1,-0.79
7002176,CSE002176,2025-05-21T00:00:00.000Z,Inquiry,No live stream,Chime,Phone,Closed,Tier 1,Unknown,AU,16,2,1,5,1.0
7002177,CSE002177,2025-07-16T00:00:00.000Z,Inquiry,Refund request,Camera,Phone,Closed,Tier 1,Android,DE,18,1,1,4,0.38
7002178,CSE002178,2025-07-04T00:00:00.000Z,Account,Camera offline,Camera,Phone,In Progress,Tier 2,iOS,DE,18,1,1,5,1.0
7002179,CSE002179,2025-06-27T00:00:00.000Z,Functionality,App login issues,Floodlight,Community,Closed,Tier 1,Android,US,15,0,1,5,1.0
7002180,CSE002180,2025-05-09T00:00:00.000Z,Inquiry,Base station offline,Floodlight,Email,Closed,Tier 2,iOS,CA,13,0,1,3,0.14
7002181,CSE002181,2025-06-03T00:00:00.000Z,Functionality,No live stream,Base Station,Phone,Closed,Tier 2,Web,US,26,0,1,4,0.74
7002182,CSE002182,2025-07-19T00:00:00.000Z,Billing,Order status,Chime,Email,Closed,Tier 1,iOS,AU,10,0,1,5,0.2
7002183,CSE002183,2025-07-18T00:00:00.000Z,Inquiry,Camera offline,Camera,Phone,Escalated,Tier 1,Android,AU,25,1,1,4,1.0
7002184,CSE002184,2025-07-26T00:00:00.000Z,Functionality,Order status,Floodlight,Phone,Closed,Tier 1,iOS,UK,9,1,1,4,0.42
7002185,CSE002185,2025-05-28T00:00:00.000Z,Inquiry,App login issues,Floodlight,Phone,Escalated,Tier 2,Android,US,21,0,1,5,0.82
7002186,CSE002186,2025-05-12T00:00:00.000Z,Billing,Motion alerts delayed,Base Station,Phone,Closed,Tier 1,Android,DE,21,0,1,5,1.0
7002187,CSE002187,2025-05-20T00:00:00.000Z,Connectivity,Motion alerts delayed,Chime,Phone,Closed,Tier 2,Android,US,15,0,0,1,-0.45
7002188,CSE002188,2025-07-23T00:00:00.000Z,Inquiry,Subscription question,Base Station,Phone,Closed,Tier 2,iOS,UK,10,0,1,5,1.0
7002189,CSE002189,2025-06-21T00:00:00.000Z,Connectivity,App login issues,Base Station,Chat,Closed,Tier 1,Unknown,US,13,0,1,4,0.42
7002190,CSE002190,2025-07-04T00:00:00.000Z,Inquiry,No live stream,Chime,Phone,Closed,Tier 1,Android,AU,16,0,1,5,1.0
7002191,CSE002191,2025-05-03T00:00:00.000Z,Billing,Subscription question,Camera,Phone,Closed,Tier 1,Android,CA,27,4,1,4,0.68
7002192,CSE002192,2025-07-20T00:00:00.000Z,Functionality,Device setup issue,Camera,Phone,Closed,Tier 3,iOS,DE,11,0,1,3,0.14
7002193,CSE002193,2025-05-31T00:00:00.000Z,Connectivity,App login issues,Base Station,Chat,Closed,Tier 1,Android,CA,17,1,1,2,-0.41
7002194,CSE002194,2025-07-28T00:00:00.000Z,Connectivity,Base station offline,Chime,Chat,Escalated,Tier 1,Android,UK,23,1,1,5,0.55
7002195,CSE002195,2025-06-20T00:00:00.000Z,Functionality,Subscription question,Floodlight,Email,Closed,Tier 2,Android,UK,30,0,1,4,0.92
7002196,CSE002196,2025-06-14T00:00:00.000Z,Functionality,No live stream,Camera,Phone,Closed,Tier 1,iOS,CA,12,1,1,3,-0.39
7002197,CSE002197,2025-07-27T00:00:00.000Z,Connectivity,Refund request,Camera,Email,Closed,Tier 2,Android,DE,8,0,1,1,-1.0
7002198,CSE002198,2025-05-15T00:00:00.000Z,Functionality,Base station offline,Camera,Phone,Closed,Tier 1,iOS,AU,13,0,1,3,-0.5
7002199,CSE002199,2025-05-28T00:00:00.000Z,Inquiry,No live stream,Chime,Phone,Closed,Tier 1,Android,CA,15,0,1,1,-1.0
7002200,CSE002200,2025-07-23T00:00:00.000Z,Connectivity,Motion alerts delayed,Floodlight,Phone,Escalated,Tier 3,Android,UK,19,0,1,1,-1.0
7002201,CSE002201,2025-06-06T00:00:00.000Z,Functionality,Subscription question,Camera,Chat,Closed,Tier 1,Android,CA,12,0,1,3,0.12
7002202,CSE002202,2025-06-11T00:00:00.000Z,Functionality,Base station offline,Doorbell,Phone,Closed,Tier 1,Android,AU,18,2,1,3,-0.82
7002203,CSE002203,2025-05-10T00:00:00.000Z,Functionality,No live stream,Floodlight,Chat,Closed,Tier 1,iOS,CA,23,0,0,4,0.91
7002204,CSE002204,2025-06-16T00:00:00.000Z,Functionality,Subscription question,Chime,Community,In Progress,Tier 3,Android,DE,16,0,1,5,1.0
7002205,CSE002205,2025-07-14T00:00:00.000Z,Inquiry,Base station offline,Chime,Phone,Escalated,Tier 1,Android,US,17,1,1,3,-0.41
7002206,CSE002206,2025-07-16T00:00:00.000Z,Functionality,Refund request,Base Station,Phone,Closed,Tier 3,iOS,AU,16,0,1,2,0.1
7002207,CSE002207,2025-07-24T00:00:00.000Z,Billing,Device setup issue,Camera,Chat,Closed,Tier 1,Unknown,UK,13,0,1,3,-0.27
7002208,CSE002208,2025-06-26T00:00:00.000Z,Inquiry,Refund request,Base Station,Chat,Escalated,Tier 2,iOS,CA,21,1,1,3,-0.25
7002209,CSE002209,2025-07-12T00:00:00.000Z,Functionality,Refund request,Base Station,Email,Closed,Tier 2,Android,UK,25,0,1,3,-0.1
7002210,CSE002210,2025-07-31T00:00:00.000Z,Connectivity,Refund request,Camera,Phone,Escalated,Tier 1,Android,CA,31,0,1,5,0.78
7002211,CSE002211,2025-06-24T00:00:00.000Z,Billing,Subscription question,Camera,Chat,Closed,Tier 1,iOS,CA,22,0,1,4,0.49
7002212,CSE002212,2025-05-01T00:00:00.000Z,Account,Motion alerts delayed,Camera,Chat,Closed,Tier 1,iOS,DE,10,0,1,4,0.67
7002213,CSE002213,2025-05-09T00:00:00.000Z,Connectivity,Refund request,Camera,Email,Closed,Tier 1,iOS,CA,20,0,0,4,0.5
7002214,CSE002214,2025-05-05T00:00:00.000Z,Functionality,Order status,Chime,Email,Closed,Tier 1,Android,US,11,0,1,5,0.44
7002215,CSE002215,2025-07-12T00:00:00.000Z,Functionality,Refund request,Base Station,Email,In Progress,Tier 1,Unknown,DE,9,2,1,4,0.68
7002216,CSE002216,2025-05-10T00:00:00.000Z,Shipping,Base station offline,Doorbell,Phone,Closed,Tier 1,iOS,DE,13,0,1,2,-0.19
7002217,CSE002217,2025-06-02T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Community,Closed,Tier 1,iOS,AU,18,0,1,3,0.68
7002218,CSE002218,2025-07-10T00:00:00.000Z,Billing,Camera offline,Floodlight,Chat,Closed,Tier 2,iOS,UK,3,1,1,3,-0.16
7002219,CSE002219,2025-05-29T00:00:00.000Z,Account,Order status,Chime,Email,Closed,Tier 2,iOS,UK,15,0,1,3,0.46
7002220,CSE002220,2025-06-27T00:00:00.000Z,Connectivity,Subscription question,Chime,Email,Closed,Tier 2,iOS,AU,15,1,0,5,0.72
7002221,CSE002221,2025-05-13T00:00:00.000Z,Shipping,Base station offline,Camera,Community,Closed,Tier 2,iOS,AU,21,0,1,3,-0.55
7002222,CSE002222,2025-05-01T00:00:00.000Z,Inquiry,Camera offline,Camera,Email,Closed,Tier 1,iOS,US,17,0,1,4,0.41
7002223,CSE002223,2025-05-22T00:00:00.000Z,Billing,App login issues,Doorbell,Phone,In Progress,Tier 2,iOS,CA,9,0,1,2,-0.54
7002224,CSE002224,2025-05-23T00:00:00.000Z,Functionality,Motion alerts delayed,Base Station,Phone,Escalated,Tier 2,Android,DE,13,0,1,5,0.83
